"","entry_name","doi","compilation_doi","curator_name","curator_organization","curator_email","modification_date_y","modification_date_m","modification_date_d","contact_name","contact_email","contact_orcid_id","bibliographical_reference","metadata_note","associated_datasets","template_version","site_name","site_lat","site_long","site_datum","site_elevation","site_note","plot_name","pro_name","pro_note","pro_lat","pro_long","pro_elevation","pro_treatment","pro_treatment_note","pro_comp","pro_reps","pro_MAT","pro_MAP","pro_peatland","pro_usda_soil_order","pro_soil_series","pro_soil_taxon","pro_soil_taxon_sys","pro_chrono_name","pro_soil_age","pro_soil_age_note","pro_MAST","pro_MASWC","pro_land_cover","pro_lc_phenology","pro_lc_leaf_type","pro_lc_photosyn_path","pro_veg_note","pro_NPP","pro_bedrock_depth","pro_complete","pro_depth_water","pro_thaw_depth","pro_parent_material","pro_parent_chem","pro_parent_material_notes","pro_2d_position","pro_aspect","pro_aspect_deg","pro_slope","pro_slope_shape","pro_drainage_class","pro_soc","pro_soc_sigma","pro_soc_depth","pro_catchment_area","pro_permafrost","pro_thermokarst","pro_deforested","pro_water_body","pro_water_body_name","pro_graven_zone","pro_bd_0_cm_SG","pro_bd_10_cm_SG","pro_bd_100_cm_SG","pro_bd_200_cm_SG","pro_bd_30_cm_SG","pro_bd_60_cm_SG","pro_BIO1_C_WC2.1","pro_BIO10_C_WC2.1","pro_BIO11_C_WC2.1","pro_BIO12_mmyr_WC2.1","pro_BIO13_mm_WC2.1","pro_BIO14_mm_WC2.1","pro_BIO15_WC2.1","pro_BIO16_mm_WC2.1","pro_BIO17_mm_WC2.1","pro_BIO18_mm_WC2.1","pro_BIO19_mm_WC2.1","pro_BIO2_C_WC2.1","pro_BIO3_C_WC2.1","pro_BIO4_C_WC2.1","pro_BIO5_C_WC2.1","pro_BIO6_C_WC2.1","pro_BIO7_C_WC2.1","pro_BIO8_C_WC2.1","pro_BIO9_C_WC2.1","pro_clay_0_cm_SG","pro_clay_10_cm_SG","pro_clay_100_cm_SG","pro_clay_200_cm_SG","pro_clay_30_cm_SG","pro_clay_60_cm_SG","pro_coarse_0_cm_SG","pro_coarse_10_cm_SG","pro_coarse_100_cm_SG","pro_coarse_200_cm_SG","pro_coarse_30_cm_SG","pro_coarse_60_cm_SG","pro_corg_0_cm_SG","pro_corg_10_cm_SG","pro_corg_100_cm_SG","pro_corg_200_cm_SG","pro_corg_30_cm_SG","pro_corg_60_cm_SG","pro_corgStock_0_10_cm_SG","pro_corgStock_10_30_cm_SG","pro_corgStock_100_200_cm_SG","pro_corgStock_30_60_cm_SG","pro_corgStock_60_100_cm_SG","pro_KG_future","pro_KG_present","pro_landCover_0.5_deg_MODIS","pro_landCover_0.5_deg_MODISreclass1","pro_MAP_CRUTSv323","pro_MAT_CRUTSv323","pro_PET_mmyr","pro_soilMoist_mm_TC","pro_soilOrder_0.5_deg_USDA","ist_name","ist_obs_date_y","ist_obs_date_m","ist_obs_date_d","ist_all_org_neg","ist_depth","ist_notes","ist_phase","ist_analyte","ist_method","ist_storage_method","ist_time_dur","ist_temp","ist_source_O2","ist_source_H2O","ist_concentration","ist_concentration_units","ist_13c","ist_13c_sd","ist_18o","ist_2h","ist_rc_lab","ist_rc_lab_number","ist_rc_year","ist_14c","ist_14c_sigma","ist_14c_sd","ist_fraction_modern","ist_fraction_modern_sigma","ist_fraction_modern_sd","ist_graven_atm","ist_dd14c"
"1","Aravena_1993","10.1017/S0033822200064948",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Lake Agassiz",48.78333333,-94.55,NA,NA,"Peat_NotPF Not Yedoma",NA,"Peatland","Rainy River Peatland. Small ombrogeneous peatland about 180 ha in northwestern Ontario, Canada. The peatland has developed in a small, shallow basin lacking any surface outlets. The basin became available for peatland development after deglaciation and withdrawal of proglacial Lake Agassiz by ca. 9.5 ka BP, but it remained dry until ca. 4.6 ka BP (Belyea 1991). Peatland inception through primary peat formation.  NA",48.78333333,-94.55,NA,"control",NA,NA,NA,NA,NA,"yes","Histosols",NA,NA,NA,NA,NA,NA,NA,NA,"shrubland",NA,NA,NA,"The modern vegetation consists of na open shrub peatland comunity with wel-developed microtopography of Sphagnum fuscum,S. angustifolium and Cladina lichens. ClosedPiceamarianaforestocursinsomeareasofthepeatland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",119,138,162,166,144,153,2.82500004768372,17.7999992370605,-14.3666667938232,582,94,12,62.7623748779297,264,45,264,45,12.2833337783813,25.3264598846436,1302.20703125,25.3999996185303,-23.1000003814697,48.5,17.7999992370605,-14.3666667938232,20,22,21,21,23,22,7,7,9,10,8,9,26,20,15,15,16,17,14,23,111,34,46,25,26,"Cropland/Natural Vegetation Mosaics",5,624.719970703125,3.07249999046326,570,63.5,"Histosol","75_CO2_1",1991,9,NA,NA,75,NA,NA,"CO2",NA,NA,NA,NA,NA,NA,NA,NA,-12.4,NA,NA,NA,NA,NA,NA,-94.8007322443766,-94.8007322443766,-94.8007322443766,0.9097,NA,NA,142.4,-237.200732244377
"2","Aravena_1993","10.1017/S0033822200064948",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Lake Agassiz",48.78333333,-94.55,NA,NA,"Peat_NotPF Not Yedoma",NA,"Peatland","Rainy River Peatland. Small ombrogeneous peatland about 180 ha in northwestern Ontario, Canada. The peatland has developed in a small, shallow basin lacking any surface outlets. The basin became available for peatland development after deglaciation and withdrawal of proglacial Lake Agassiz by ca. 9.5 ka BP, but it remained dry until ca. 4.6 ka BP (Belyea 1991). Peatland inception through primary peat formation.  NA",48.78333333,-94.55,NA,"control",NA,NA,NA,NA,NA,"yes","Histosols",NA,NA,NA,NA,NA,NA,NA,NA,"shrubland",NA,NA,NA,"The modern vegetation consists of na open shrub peatland comunity with wel-developed microtopography of Sphagnum fuscum,S. angustifolium and Cladina lichens. ClosedPiceamarianaforestocursinsomeareasofthepeatland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",119,138,162,166,144,153,2.82500004768372,17.7999992370605,-14.3666667938232,582,94,12,62.7623748779297,264,45,264,45,12.2833337783813,25.3264598846436,1302.20703125,25.3999996185303,-23.1000003814697,48.5,17.7999992370605,-14.3666667938232,20,22,21,21,23,22,7,7,9,10,8,9,26,20,15,15,16,17,14,23,111,34,46,25,26,"Cropland/Natural Vegetation Mosaics",5,624.719970703125,3.07249999046326,570,63.5,"Histosol","110_CO2_2",1991,9,NA,NA,110,NA,NA,"CO2",NA,NA,NA,NA,NA,NA,NA,NA,-5.9,NA,NA,NA,NA,NA,NA,-61.4664731811541,-61.4664731811541,-61.4664731811541,0.9432,NA,NA,142.4,-203.866473181154
"3","Aravena_1993","10.1017/S0033822200064948",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Lake Agassiz",48.78333333,-94.55,NA,NA,"Peat_NotPF Not Yedoma",NA,"Peatland","Rainy River Peatland. Small ombrogeneous peatland about 180 ha in northwestern Ontario, Canada. The peatland has developed in a small, shallow basin lacking any surface outlets. The basin became available for peatland development after deglaciation and withdrawal of proglacial Lake Agassiz by ca. 9.5 ka BP, but it remained dry until ca. 4.6 ka BP (Belyea 1991). Peatland inception through primary peat formation.  NA",48.78333333,-94.55,NA,"control",NA,NA,NA,NA,NA,"yes","Histosols",NA,NA,NA,NA,NA,NA,NA,NA,"shrubland",NA,NA,NA,"The modern vegetation consists of na open shrub peatland comunity with wel-developed microtopography of Sphagnum fuscum,S. angustifolium and Cladina lichens. ClosedPiceamarianaforestocursinsomeareasofthepeatland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",119,138,162,166,144,153,2.82500004768372,17.7999992370605,-14.3666667938232,582,94,12,62.7623748779297,264,45,264,45,12.2833337783813,25.3264598846436,1302.20703125,25.3999996185303,-23.1000003814697,48.5,17.7999992370605,-14.3666667938232,20,22,21,21,23,22,7,7,9,10,8,9,26,20,15,15,16,17,14,23,111,34,46,25,26,"Cropland/Natural Vegetation Mosaics",5,624.719970703125,3.07249999046326,570,63.5,"Histosol","160_CO2_3",1991,9,NA,NA,160,NA,NA,"CO2",NA,NA,NA,NA,NA,NA,NA,NA,-1.4,NA,NA,NA,NA,NA,NA,-137.687495397358,-137.687495397358,-137.687495397358,0.8666,NA,NA,142.4,-280.087495397358
"4","Aravena_1993","10.1017/S0033822200064948",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Lake Agassiz",48.78333333,-94.55,NA,NA,"Peat_NotPF Not Yedoma",NA,"Peatland","Rainy River Peatland. Small ombrogeneous peatland about 180 ha in northwestern Ontario, Canada. The peatland has developed in a small, shallow basin lacking any surface outlets. The basin became available for peatland development after deglaciation and withdrawal of proglacial Lake Agassiz by ca. 9.5 ka BP, but it remained dry until ca. 4.6 ka BP (Belyea 1991). Peatland inception through primary peat formation.  NA",48.78333333,-94.55,NA,"control",NA,NA,NA,NA,NA,"yes","Histosols",NA,NA,NA,NA,NA,NA,NA,NA,"shrubland",NA,NA,NA,"The modern vegetation consists of na open shrub peatland comunity with wel-developed microtopography of Sphagnum fuscum,S. angustifolium and Cladina lichens. ClosedPiceamarianaforestocursinsomeareasofthepeatland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",119,138,162,166,144,153,2.82500004768372,17.7999992370605,-14.3666667938232,582,94,12,62.7623748779297,264,45,264,45,12.2833337783813,25.3264598846436,1302.20703125,25.3999996185303,-23.1000003814697,48.5,17.7999992370605,-14.3666667938232,20,22,21,21,23,22,7,7,9,10,8,9,26,20,15,15,16,17,14,23,111,34,46,25,26,"Cropland/Natural Vegetation Mosaics",5,624.719970703125,3.07249999046326,570,63.5,"Histosol","75_CH4_4",1991,9,NA,NA,75,NA,NA,"CH4",NA,NA,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,-81.1685128662826,-81.1685128662826,-81.1685128662826,0.9234,NA,NA,142.4,-223.568512866283
"5","Aravena_1993","10.1017/S0033822200064948",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Lake Agassiz",48.78333333,-94.55,NA,NA,"Peat_NotPF Not Yedoma",NA,"Peatland","Rainy River Peatland. Small ombrogeneous peatland about 180 ha in northwestern Ontario, Canada. The peatland has developed in a small, shallow basin lacking any surface outlets. The basin became available for peatland development after deglaciation and withdrawal of proglacial Lake Agassiz by ca. 9.5 ka BP, but it remained dry until ca. 4.6 ka BP (Belyea 1991). Peatland inception through primary peat formation.  NA",48.78333333,-94.55,NA,"control",NA,NA,NA,NA,NA,"yes","Histosols",NA,NA,NA,NA,NA,NA,NA,NA,"shrubland",NA,NA,NA,"The modern vegetation consists of na open shrub peatland comunity with wel-developed microtopography of Sphagnum fuscum,S. angustifolium and Cladina lichens. ClosedPiceamarianaforestocursinsomeareasofthepeatland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",119,138,162,166,144,153,2.82500004768372,17.7999992370605,-14.3666667938232,582,94,12,62.7623748779297,264,45,264,45,12.2833337783813,25.3264598846436,1302.20703125,25.3999996185303,-23.1000003814697,48.5,17.7999992370605,-14.3666667938232,20,22,21,21,23,22,7,7,9,10,8,9,26,20,15,15,16,17,14,23,111,34,46,25,26,"Cropland/Natural Vegetation Mosaics",5,624.719970703125,3.07249999046326,570,63.5,"Histosol","110_CH4_5",1991,9,NA,NA,110,NA,NA,"CH4",NA,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,-69.6259037578234,-69.6259037578234,-69.6259037578234,0.935,NA,NA,142.4,-212.025903757823
"6","Aravena_1993","10.1017/S0033822200064948",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Lake Agassiz",48.78333333,-94.55,NA,NA,"Peat_NotPF Not Yedoma",NA,"Peatland","Rainy River Peatland. Small ombrogeneous peatland about 180 ha in northwestern Ontario, Canada. The peatland has developed in a small, shallow basin lacking any surface outlets. The basin became available for peatland development after deglaciation and withdrawal of proglacial Lake Agassiz by ca. 9.5 ka BP, but it remained dry until ca. 4.6 ka BP (Belyea 1991). Peatland inception through primary peat formation.  NA",48.78333333,-94.55,NA,"control",NA,NA,NA,NA,NA,"yes","Histosols",NA,NA,NA,NA,NA,NA,NA,NA,"shrubland",NA,NA,NA,"The modern vegetation consists of na open shrub peatland comunity with wel-developed microtopography of Sphagnum fuscum,S. angustifolium and Cladina lichens. ClosedPiceamarianaforestocursinsomeareasofthepeatland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",119,138,162,166,144,153,2.82500004768372,17.7999992370605,-14.3666667938232,582,94,12,62.7623748779297,264,45,264,45,12.2833337783813,25.3264598846436,1302.20703125,25.3999996185303,-23.1000003814697,48.5,17.7999992370605,-14.3666667938232,20,22,21,21,23,22,7,7,9,10,8,9,26,20,15,15,16,17,14,23,111,34,46,25,26,"Cropland/Natural Vegetation Mosaics",5,624.719970703125,3.07249999046326,570,63.5,"Histosol","160_CH4_6",1991,9,NA,NA,160,NA,NA,"CH4",NA,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,-143.060778947848,-143.060778947848,-143.060778947848,0.8612,NA,NA,142.4,-285.460778947848
"7","Bellisario_1999","10.1029/1998GB900021",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Thompson",55.66666667,-97.86666667,NA,NA,"Peat_PF_Karst Not Yedoma",NA,"Bog","Large peatland complex 30 km west of Thompson, Manitoba, in the Northern Study Area (NSA) of the Boreal Ecosystem and Atmosphere Study (BOREAS). Within the discontinuous PF. PF absent in the wetlands but present in elevated plateaus. Collapse bog: Open graminoid bog near the margin of a collapse scar formed by the collapse of a palsa and separated from the regional ground water table. Dominated by Sph. riparium (99% cover) with Carex paupercula and Vaccinium oxycocus (14 and 5% cover, respectively). Seasonal WT -1cm and peat pore water pH = 4   NA",55.66666667,-97.86666667,NA,"control",NA,NA,NA,NA,NA,"yes","Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"wetland",NA,NA,NA,"Sphagnum ripariurn( average 99% cover), with Carexp auperculaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,NA,NA,"north",135,145,161,164,153,156,-2.82916665077209,14.6499996185303,-22.2999992370605,520,82,16,52.6833076477051,225,58,225,60,11.9916667938232,22.6685562133789,1497.76721191406,22.8999996185303,-30,52.9000015258789,14.6499996185303,-19.4500007629395,30,34,31,31,32,32,21,20,18,20,23,19,57,18,23,26,16,15,21,20,161,28,49,26,27,"Evergreen Needleleaf Forests",1,510.290008544922,-2.83583331108093,407,33.5,"Histosol","35_CH4_1",1994,7,NA,NA,35,NA,NA,"CH4",NA,NA,NA,NA,NA,NA,NA,NA,-73.3,NA,NA,-387.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.1,NA
"8","Bellisario_1999","10.1029/1998GB900021",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Thompson",55.66666667,-97.86666667,NA,NA,"Peat_PF_Karst Not Yedoma",NA,"Bog","Large peatland complex 30 km west of Thompson, Manitoba, in the Northern Study Area (NSA) of the Boreal Ecosystem and Atmosphere Study (BOREAS). Within the discontinuous PF. PF absent in the wetlands but present in elevated plateaus. Collapse bog: Open graminoid bog near the margin of a collapse scar formed by the collapse of a palsa and separated from the regional ground water table. Dominated by Sph. riparium (99% cover) with Carex paupercula and Vaccinium oxycocus (14 and 5% cover, respectively). Seasonal WT -1cm and peat pore water pH = 4   NA",55.66666667,-97.86666667,NA,"control",NA,NA,NA,NA,NA,"yes","Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"wetland",NA,NA,NA,"Sphagnum ripariurn( average 99% cover), with Carexp auperculaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,NA,NA,"north",135,145,161,164,153,156,-2.82916665077209,14.6499996185303,-22.2999992370605,520,82,16,52.6833076477051,225,58,225,60,11.9916667938232,22.6685562133789,1497.76721191406,22.8999996185303,-30,52.9000015258789,14.6499996185303,-19.4500007629395,30,34,31,31,32,32,21,20,18,20,23,19,57,18,23,26,16,15,21,20,161,28,49,26,27,"Evergreen Needleleaf Forests",1,510.290008544922,-2.83583331108093,407,33.5,"Histosol","35_CH4_2",1994,7,NA,NA,35,NA,NA,"CH4",NA,NA,NA,NA,NA,NA,NA,NA,-61.9,NA,NA,-378.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.1,NA
"9","Bellisario_1999","10.1029/1998GB900021",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Thompson",55.66666667,-97.86666667,NA,NA,"Peat_PF_Karst Not Yedoma",NA,"Bog","Large peatland complex 30 km west of Thompson, Manitoba, in the Northern Study Area (NSA) of the Boreal Ecosystem and Atmosphere Study (BOREAS). Within the discontinuous PF. PF absent in the wetlands but present in elevated plateaus. Collapse bog: Open graminoid bog near the margin of a collapse scar formed by the collapse of a palsa and separated from the regional ground water table. Dominated by Sph. riparium (99% cover) with Carex paupercula and Vaccinium oxycocus (14 and 5% cover, respectively). Seasonal WT -1cm and peat pore water pH = 4   NA",55.66666667,-97.86666667,NA,"control",NA,NA,NA,NA,NA,"yes","Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"wetland",NA,NA,NA,"Sphagnum ripariurn( average 99% cover), with Carexp auperculaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,NA,NA,"north",135,145,161,164,153,156,-2.82916665077209,14.6499996185303,-22.2999992370605,520,82,16,52.6833076477051,225,58,225,60,11.9916667938232,22.6685562133789,1497.76721191406,22.8999996185303,-30,52.9000015258789,14.6499996185303,-19.4500007629395,30,34,31,31,32,32,21,20,18,20,23,19,57,18,23,26,16,15,21,20,161,28,49,26,27,"Evergreen Needleleaf Forests",1,510.290008544922,-2.83583331108093,407,33.5,"Histosol","35_CH4_3",1994,7,NA,NA,35,NA,NA,"CH4",NA,NA,NA,NA,NA,NA,NA,NA,-50,NA,NA,-372,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.1,NA
"10","Bellisario_1999","10.1029/1998GB900021",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,201910281615,"Thompson",55.66666667,-97.86666667,NA,NA,"Peat_PF_Karst Not Yedoma",NA,"Bog","Large peatland complex 30 km west of Thompson, Manitoba, in the Northern Study Area (NSA) of the Boreal Ecosystem and Atmosphere Study (BOREAS). Within the discontinuous PF. PF absent in the wetlands but present in elevated plateaus. Collapse bog: Open graminoid bog near the margin of a collapse scar formed by the collapse of a palsa and separated from the regional ground water table. Dominated by Sph. riparium (99% cover) with Carex paupercula and Vaccinium oxycocus (14 and 5% cover, respectively). Seasonal WT -1cm and peat pore water pH = 4   NA",55.66666667,-97.86666667,NA,"control",NA,NA,NA,NA,NA,"yes","Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"wetland",NA,NA,NA,"Sphagnum ripariurn( average 99% cover), with Carexp auperculaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,NA,NA,"north",135,145,161,164,153,156,-2.82916665077209,14.6499996185303,-22.2999992370605,520,82,16,52.6833076477051,225,58,225,60,11.9916667938232,22.6685562133789,1497.76721191406,22.8999996185303,-30,52.9000015258789,14.6499996185303,-19.4500007629395,30,34,31,31,32,32,21,20,18,20,23,19,57,18,23,26,16,15,21,20,161,28,49,26,27,"Evergreen Needleleaf Forests",1,510.290008544922,-2.83583331108093,407,33.5,"Histosol","35_CH4_4",1994,7,NA,NA,35,NA,NA,"CH4",NA,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,-368.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.1,NA
